order,target,Time Completed,Event ID,Move Kind,Unit Category,Unit Nbr,From Position,From Slot,To Position,To Slot,Che-Put,Unit Arrival Postion,Unit O/B Actual Visit,Unit POD,Unit POL,Unit Type Height,Unit Type Length,Unit Type ISO,Unit Weight (kg),Unit Position,from_yard,from_bay,from_col,from_layer,Ship_id,to_bay,to_col,to_layer,cluster
74,74,25-02-27 2247,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2587263,Y-TSCT-2A2510.4,2A2510.4,Y-TSCT-Q03,2AA25,R322,T-TJCC6316-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,26280,V-AILK_009-510506,2A,25,10,4,V-AILK_009,51,5,6,7
75,75,25-02-27 2249,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5591510,Y-TSCT-2A2511.3,2A2511.3,Y-TSCT-Q03,2AA25,R322,T-TJCJ2317-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,26160,V-AILK_009-490106,2A,25,11,3,V-AILK_009,49,1,6,7
76,76,25-02-27 2251,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3108410,Y-TSCT-2A2510.3,2A2510.3,Y-TSCT-Q03,2AA25,R322,T-TJCC5335-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,26160,V-AILK_009-510106,2A,25,10,3,V-AILK_009,51,1,6,7
77,77,25-02-27 2256,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3677650,Y-TSCT-2A2506.5,2A2506.5,Y-TSCT-Q03,2AA25,R322,T-TJCK6163-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,27160,V-AILK_009-490206,2A,25,6,5,V-AILK_009,49,2,6,7
78,78,25-02-27 2258,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3676818,Y-TSCT-2A2505.5,2A2505.5,Y-TSCT-Q03,2AA25,R322,T-TJCH8969-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,27160,V-AILK_009-510206,2A,25,5,5,V-AILK_009,51,2,6,7
79,79,25-02-27 2301,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3711502,Y-TSCT-2A2506.4,2A2506.4,Y-TSCT-Q03,2AA25,R322,T-TJCC9707-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,27160,V-AILK_009-490606,2A,25,6,4,V-AILK_009,49,6,6,7
80,80,25-02-27 2304,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3711164,Y-TSCT-2A2505.4,2A2505.4,Y-TSCT-Q03,2AA25,R322,T-TJCC1358-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,27160,V-AILK_009-510606,2A,25,5,4,V-AILK_009,51,6,6,7
81,81,25-02-27 2307,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3711890,Y-TSCT-2A2506.3,2A2506.3,Y-TSCT-Q03,2AA25,R322,T-TJCB0550-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,27160,V-AILK_009-491006,2A,25,6,3,V-AILK_009,49,10,6,7
82,82,25-02-27 2309,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3677178,Y-TSCT-2A2505.3,2A2505.3,Y-TSCT-Q03,2AA25,R322,T-TJCC2205-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,27160,V-AILK_009-511006,2A,25,5,3,V-AILK_009,51,10,6,7
83,83,25-02-27 2314,UNIT_YARD_MOVE,LOAD,EXPRT,UETU2863044,Y-TSCT-2A2510.2,2A2510.2,Y-TSCT-Q03,2AA25,R322,T-TJCB3797-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,26160,V-AILK_009-490708,2A,25,10,2,V-AILK_009,49,7,8,7
84,84,25-02-27 2316,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU3122514,Y-TSCT-2A2510.1,2A2510.1,Y-TSCT-Q03,2AA25,R322,T-TJCK6163-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,26160,V-AILK_009-510708,2A,25,10,1,V-AILK_009,51,7,8,7
85,85,25-02-27 2319,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3713399,Y-TSCT-2A2511.2,2A2511.2,Y-TSCT-Q03,2AA25,R322,T-TJCB2521-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,24160,V-AILK_009-490308,2A,25,11,2,V-AILK_009,49,3,8,7
86,86,25-02-27 2321,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3713700,Y-TSCT-2A2511.1,2A2511.1,Y-TSCT-Q03,2AA25,R322,T-TJCJ2317-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,24160,V-AILK_009-510308,2A,25,11,1,V-AILK_009,51,3,8,7
87,87,25-02-27 2330,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3713418,Y-TSCT-2A2509.4,2A2509.4,Y-TSCT-Q03,2AA25,R322,T-TJCJ2820-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,24683,V-AILK_009-490008,2A,25,9,4,V-AILK_009,49,0,8,7
88,88,25-02-27 2332,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5506756,Y-TSCT-2A2509.3,2A2509.3,Y-TSCT-Q03,2AA25,R322,T-TJCE2525-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,24620,V-AILK_009-510008,2A,25,9,3,V-AILK_009,51,0,8,7
89,89,25-02-27 1614,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1327425,Y-TSCT-2A6511.4,2A6511.4,Y-TSCT-Q03,2AA65,R321,T-TJCG1533-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30160,V-AILK_009-491502,2A,65,11,4,V-AILK_009,49,15,2,1
90,90,25-02-27 1615,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3782014,Y-TSCT-2A6511.3,2A6511.3,Y-TSCT-Q03,2AA65,R321,T-HBEX3878-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30279,V-AILK_009-511502,2A,65,11,3,V-AILK_009,51,15,2,1
91,91,25-02-27 1620,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1439322,Y-TSCT-2A6511.2,2A6511.2,Y-TSCT-Q03,2AA65,R321,T-TJC93065-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29339,V-AILK_009-491704,2A,65,11,2,V-AILK_009,49,17,4,1
92,92,25-02-27 1622,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2493505,Y-TSCT-2A6511.1,2A6511.1,Y-TSCT-Q03,2AA65,R321,T-TJCG1086-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29890,V-AILK_009-511704,2A,65,11,1,V-AILK_009,51,17,4,1
93,93,25-02-27 1623,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1201070,Y-TSCT-2A6510.5,2A6510.5,Y-TSCT-Q03,2AA65,R321,T-TJCK2582-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,21209,V-AILK_009-491906,2A,65,10,5,V-AILK_009,49,19,6,1
94,94,25-02-27 1625,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2618048,Y-TSCT-2A6510.4,2A6510.4,Y-TSCT-Q03,2AA65,R321,T-TJC67810-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,23770,V-AILK_009-511906,2A,65,10,4,V-AILK_009,51,19,6,1
95,95,25-02-27 1638,UNIT_YARD_MOVE,LOAD,EXPRT,GESU3873219,Y-TSCT-2A6510.3,2A6510.3,Y-TSCT-Q03,2AA65,R321,T-HBJ8T672-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,23690,V-AILK_009-491506,2A,65,10,3,V-AILK_009,49,15,6,1
96,96,25-02-27 1640,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3634988,Y-TSCT-2A6510.2,2A6510.2,Y-TSCT-Q03,2AA65,R321,T-TJCC9825-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,23760,V-AILK_009-511506,2A,65,10,2,V-AILK_009,51,15,6,1
97,97,25-02-27 1645,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU3824684,Y-TSCT-2A6509.5,2A6509.5,Y-TSCT-Q03,2AA65,R321,T-TJAU3725-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22684,V-AILK_009-491708,2A,65,9,5,V-AILK_009,49,17,8,1
98,98,25-02-27 1647,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6403454,Y-TSCT-2A6510.1,2A6510.1,Y-TSCT-Q03,2AA65,R321,T-TJCG1610-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,24280,V-AILK_009-511708,2A,65,10,1,V-AILK_009,51,17,8,1
99,99,25-02-27 1652,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2329356,Y-TSCT-2A6509.4,2A6509.4,Y-TSCT-Q03,2AA65,R321,T-TJAW1736-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22604,V-AILK_009-491910,2A,65,9,4,V-AILK_009,49,19,10,1
100,100,25-02-27 1654,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2851059,Y-TSCT-2A6509.3,2A6509.3,Y-TSCT-Q03,2AA65,R321,T-TJC79162-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22804,V-AILK_009-511910,2A,65,9,3,V-AILK_009,51,19,10,1
101,101,25-02-27 1658,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3713784,Y-TSCT-2A6509.2,2A6509.2,Y-TSCT-Q03,2AA65,R321,T-TJCB0958-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29154,V-AILK_009-491510,2A,65,9,2,V-AILK_009,49,15,10,1
102,102,25-02-27 1700,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3714590,Y-TSCT-2A6509.1,2A6509.1,Y-TSCT-Q03,2AA65,R321,T-TJCK6163-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29154,V-AILK_009-511510,2A,65,9,1,V-AILK_009,51,15,10,1
103,103,25-02-27 1704,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5415147,Y-TSCT-2A6508.5,2A6508.5,Y-TSCT-Q03,2AA65,R321,T-TJCK2092-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,28695,V-AILK_009-491712,2A,65,8,5,V-AILK_009,49,17,12,1
104,104,25-02-27 1706,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU2381294,Y-TSCT-2A6508.4,2A6508.4,Y-TSCT-Q03,2AA65,R321,T-TJCA5257-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29110,V-AILK_009-511712,2A,65,8,4,V-AILK_009,51,17,12,1
105,105,25-02-27 1711,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1128883,Y-TSCT-2A6508.3,2A6508.3,Y-TSCT-Q03,2AA65,R321,T-TJCK2577-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,28930,V-AILK_009-491914,2A,65,8,3,V-AILK_009,49,19,14,1
106,106,25-02-27 1713,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU2426984,Y-TSCT-2A6508.2,2A6508.2,Y-TSCT-Q03,2AA65,R321,T-TJCA7698-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,28660,V-AILK_009-511914,2A,65,8,2,V-AILK_009,51,19,14,1
107,107,25-02-27 1719,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1650882,Y-TSCT-2A6508.1,2A6508.1,Y-TSCT-Q03,2AA65,R321,T-TJC58652-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30060,V-AILK_009-491514,2A,65,8,1,V-AILK_009,49,15,14,1
108,108,25-02-27 1721,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3649289,Y-TSCT-2A6501.1,2A6501.1,Y-TSCT-Q03,2AA65,R321,T-TJCK6736-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29905,V-AILK_009-511514,2A,65,1,1,V-AILK_009,51,15,14,1
109,109,25-02-27 1723,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2648543,Y-TSCT-2A6507.5,2A6507.5,Y-TSCT-Q03,2AA65,R321,T-TJAU3736-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30080,V-AILK_009-491602,2A,65,7,5,V-AILK_009,49,16,2,1
110,110,25-02-27 1725,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU2055124,Y-TSCT-2A6506.5,2A6506.5,Y-TSCT-Q03,2AA65,R321,T-TJAW1893-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30210,V-AILK_009-511602,2A,65,6,5,V-AILK_009,51,16,2,1
111,111,25-02-27 1728,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2566300,Y-TSCT-2A6507.4,2A6507.4,Y-TSCT-Q03,2AA65,R321,T-BJALY766-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30075,V-AILK_009-491604,2A,65,7,4,V-AILK_009,49,16,4,1
112,112,25-02-27 1730,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2063230,Y-TSCT-2A6506.4,2A6506.4,Y-TSCT-Q03,2AA65,R321,T-TJCB6113-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30130,V-AILK_009-511604,2A,65,6,4,V-AILK_009,51,16,4,1
113,113,25-02-27 1733,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6639732,Y-TSCT-2A6507.3,2A6507.3,Y-TSCT-Q03,2AA65,R321,T-TJCG1533-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,27370,V-AILK_009-492004,2A,65,7,3,V-AILK_009,49,20,4,1
114,114,25-02-27 1735,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2260451,Y-TSCT-2A6506.3,2A6506.3,Y-TSCT-Q03,2AA65,R321,T-TJCC1095-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30135,V-AILK_009-512004,2A,65,6,3,V-AILK_009,51,20,4,1
115,115,25-02-27 1742,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5768479,Y-TSCT-2A6507.2,2A6507.2,Y-TSCT-Q03,2AA65,R321,T-TJCG9109-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29250,V-AILK_009-491806,2A,65,7,2,V-AILK_009,49,18,6,1
116,116,25-02-27 1744,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3001016,Y-TSCT-2A6507.1,2A6507.1,Y-TSCT-Q03,2AA65,R321,T-TJC93065-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29389,V-AILK_009-511806,2A,65,7,1,V-AILK_009,51,18,6,1
117,117,25-02-27 1748,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2193090,Y-TSCT-2A6506.2,2A6506.2,Y-TSCT-Q03,2AA65,R321,T-TJC68775-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,26220,V-AILK_009-491608,2A,65,6,2,V-AILK_009,49,16,8,1
118,118,25-02-27 1750,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3517322,Y-TSCT-2A6504.5,2A6504.5,Y-TSCT-Q03,2AA65,R321,T-TJC55800-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22740,V-AILK_009-511608,2A,65,4,5,V-AILK_009,51,16,8,1
119,119,25-02-27 1756,UNIT_YARD_MOVE,LOAD,EXPRT,DFSU1474693,Y-TSCT-2A6505.5,2A6505.5,Y-TSCT-Q03,2AA65,R321,T-TJCA5867-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29150,V-AILK_009-492008,2A,65,5,5,V-AILK_009,49,20,8,1
120,120,25-02-27 1758,UNIT_YARD_MOVE,LOAD,EXPRT,FBIU0131539,Y-TSCT-2A6506.1,2A6506.1,Y-TSCT-Q03,2AA65,R321,T-TJCJ2107-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29130,V-AILK_009-512008,2A,65,6,1,V-AILK_009,51,20,8,1
121,121,25-02-27 1800,UNIT_YARD_MOVE,LOAD,EXPRT,CORU2069174,Y-TSCT-2A6505.4,2A6505.4,Y-TSCT-Q03,2AA65,R321,T-TJCK6083-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,26926,V-AILK_009-491810,2A,65,5,4,V-AILK_009,49,18,10,1
122,122,25-02-27 1802,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3982200,Y-TSCT-2A6505.3,2A6505.3,Y-TSCT-Q03,2AA65,R321,T-TJC77129-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,29210,V-AILK_009-511810,2A,65,5,3,V-AILK_009,51,18,10,1
123,123,25-02-27 1804,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1939031,Y-TSCT-2A6505.2,2A6505.2,Y-TSCT-Q03,2AA65,R321,T-TJAU3726-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30080,V-AILK_009-491612,2A,65,5,2,V-AILK_009,49,16,12,1
124,124,25-02-27 1807,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU1173130,Y-TSCT-2A6505.1,2A6505.1,Y-TSCT-Q03,2AA65,R321,T-TJAW1736-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,30000,V-AILK_009-511612,2A,65,5,1,V-AILK_009,51,16,12,1
125,125,25-02-27 1814,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2507392,Y-TSCT-2A6504.4,2A6504.4,Y-TSCT-Q03,2AA65,R321,T-TJCK6580-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,21976,V-AILK_009-492012,2A,65,4,4,V-AILK_009,49,20,12,1
126,126,25-02-27 1816,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1495624,Y-TSCT-2A6504.3,2A6504.3,Y-TSCT-Q03,2AA65,R321,T-TJCK2766-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,20253,V-AILK_009-512012,2A,65,4,3,V-AILK_009,51,20,12,1
127,127,25-02-27 1826,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU2145580,Y-TSCT-2A6504.2,2A6504.2,Y-TSCT-Q03,2AA65,R321,T-HBFN5272-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22586,V-AILK_009-491814,2A,65,4,2,V-AILK_009,49,18,14,1
128,128,25-02-27 1832,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1981617,Y-TSCT-2A6504.1,2A6504.1,Y-TSCT-Q03,2AA65,R322,T-HBFT8496-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22626,V-AILK_009-511814,2A,65,4,1,V-AILK_009,51,18,14,1
129,129,25-02-27 2307,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1815370,Y-TSCT-2A7503.4,2A7503.4,Y-TSCT-Q06,2AA75,R321,T-TJCK6775-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,26842,V-AILK_009-131610,2A,75,3,4,V-AILK_009,13,16,10,1
130,130,25-02-27 2309,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU3972085,Y-TSCT-2A7503.3,2A7503.3,Y-TSCT-Q06,2AA75,R321,T-TJCJ2888-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,26780,V-AILK_009-151610,2A,75,3,3,V-AILK_009,15,16,10,1
131,131,25-02-27 2311,UNIT_YARD_MOVE,LOAD,EXPRT,FTAU1283693,Y-TSCT-2A7503.2,2A7503.2,Y-TSCT-Q06,2AA75,R321,T-TJC90900-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,26769,V-AILK_009-131512,2A,75,3,2,V-AILK_009,13,15,12,1
132,132,25-02-27 2314,UNIT_YARD_MOVE,LOAD,EXPRT,FYCU7068257,Y-TSCT-2A7503.1,2A7503.1,Y-TSCT-Q06,2AA75,R321,T-TJCK6661-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,26683,V-AILK_009-151512,2A,75,3,1,V-AILK_009,15,15,12,1
133,133,25-02-27 2316,UNIT_YARD_MOVE,LOAD,EXPRT,GLDU3993437,Y-TSCT-2A7505.5,2A7505.5,Y-TSCT-Q06,2AA75,R321,T-TJC79570-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22740,V-AILK_009-131812,2A,75,5,5,V-AILK_009,13,18,12,1
134,134,25-02-27 2318,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1600881,Y-TSCT-2A7504.5,2A7504.5,Y-TSCT-Q06,2AA75,R321,T-TJCB0632-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22730,V-AILK_009-151812,2A,75,4,5,V-AILK_009,15,18,12,1
135,135,25-02-27 1831,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU9611417,Y-TSCT-2A8205.4,2A8205.4,Y-TSCT-Q03,2AA82,R321,T-TJCF1951-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,32500,V-AILK_009-501616,2A,82,5,4,V-AILK_009,50,16,16,1
136,136,25-02-27 1835,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU8990312,Y-TSCT-2A8205.3,2A8205.3,Y-TSCT-Q03,2AA82,R321,T-TJC97981-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,32064,V-AILK_009-501816,2A,82,5,3,V-AILK_009,50,18,16,1
137,137,25-02-27 1837,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU7176964,Y-TSCT-2A8205.2,2A8205.2,Y-TSCT-Q03,2AA82,R321,T-TJCB0186-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31490,V-AILK_009-502016,2A,82,5,2,V-AILK_009,50,20,16,1
138,138,25-02-27 1841,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU6083061,Y-TSCT-2A8205.1,2A8205.1,Y-TSCT-Q03,2AA82,R321,T-TJCF1951-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31720,V-AILK_009-501618,2A,82,5,1,V-AILK_009,50,16,18,1
139,139,25-02-27 1844,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU8392458,Y-TSCT-2A8204.1,2A8204.1,Y-TSCT-Q03,2AA82,R321,T-TJCH1877-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,27430,V-AILK_009-501818,2A,82,4,1,V-AILK_009,50,18,18,1
140,140,25-02-27 1848,UNIT_YARD_MOVE,LOAD,EXPRT,GLDU7453988,Y-TSCT-2A8203.1,2A8203.1,Y-TSCT-Q03,2AA82,R321,T-TJCK2087-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,14042,V-AILK_009-502018,2A,82,3,1,V-AILK_009,50,20,18,1
141,141,25-02-27 1850,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU7387450,Y-TSCT-2A8211.3,2A8211.3,Y-TSCT-Q03,2AA82,R321,T-TJAW1691-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,10466,V-AILK_009-501620,2A,82,11,3,V-AILK_009,50,16,20,1
142,142,25-02-27 1852,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU8848524,Y-TSCT-2A8211.2,2A8211.2,Y-TSCT-Q03,2AA82,R321,T-TJCK6307-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,9744,V-AILK_009-501820,2A,82,11,2,V-AILK_009,50,18,20,1
143,143,25-02-27 1854,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU5537961,Y-TSCT-2A8211.1,2A8211.1,Y-TSCT-Q03,2AA82,R321,T-TJCK2312-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,8412,V-AILK_009-502020,2A,82,11,1,V-AILK_009,50,20,20,1
144,144,25-02-27 1857,UNIT_YARD_MOVE,LOAD,EXPRT,TGHU6038628,Y-TSCT-2A8206.5,2A8206.5,Y-TSCT-Q03,2AA82,R321,T-TJCF1716-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31540,V-AILK_009-501916,2A,82,6,5,V-AILK_009,50,19,16,1
145,145,25-02-27 1900,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU4453630,Y-TSCT-2A8206.4,2A8206.4,Y-TSCT-Q03,2AA82,R321,T-TJCB0186-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,32500,V-AILK_009-501716,2A,82,6,4,V-AILK_009,50,17,16,1
146,146,25-02-27 1902,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU7583634,Y-TSCT-2A8206.3,2A8206.3,Y-TSCT-Q03,2AA82,R321,T-TJCB2091-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,32500,V-AILK_009-501516,2A,82,6,3,V-AILK_009,50,15,16,1
147,147,25-02-27 1904,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU4639892,Y-TSCT-2A8210.4,2A8210.4,Y-TSCT-Q03,2AA82,R321,T-TJCK5101-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,11204,V-AILK_009-501918,2A,82,10,4,V-AILK_009,50,19,18,1
148,148,25-02-27 1906,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU5123787,Y-TSCT-2A8206.2,2A8206.2,Y-TSCT-Q03,2AA82,R321,T-TJCF1951-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,32500,V-AILK_009-501718,2A,82,6,2,V-AILK_009,50,17,18,1
149,149,25-02-27 1908,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU5333200,Y-TSCT-2A8206.1,2A8206.1,Y-TSCT-Q03,2AA82,R321,T-TJC56621-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,32500,V-AILK_009-501518,2A,82,6,1,V-AILK_009,50,15,18,1
150,150,25-02-27 1911,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU4585667,Y-TSCT-2A8210.3,2A8210.3,Y-TSCT-Q03,2AA82,R321,T-TJAW1706-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,9918,V-AILK_009-501920,2A,82,10,3,V-AILK_009,50,19,20,1
151,151,25-02-27 1913,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU7405019,Y-TSCT-2A8210.2,2A8210.2,Y-TSCT-Q03,2AA82,R321,T-TJCG7688-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,9620,V-AILK_009-501720,2A,82,10,2,V-AILK_009,50,17,20,1
